9 51 1830 1148 18 5100
100000
100000
100000
100000
100000
100000
100000
100000
100000
100000
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
100 100
   5   19  663
   5   20  294
   5   21  711
   5   22  897
   5   23  100
   5   24  384
   5   25  800
   5   26  532
   5   27  474
   5   28  500
   5   29  681
   5   30  436
   5   31  537
   5   32  125
   5   33  109
   5   34  516
   5   35  526
   5   36  417
   5   37  579
   5   38  689
   5   39  540
   5   40  370
   5   41  517
   5   42  266
   5   43  275
   5   44  270
   5   45  190
   5   46  155
   5   47  230
   5   48  188
   5   49  544
   5   50  950
   5   51  245
   5   52  307
   5   53  411
   5   54  230
   5   55  659
   5   56  137
   5   57  345
   5   58  477
   5   59  397
   5   60  908
   6    7  337
   6    8  435
   6    9  297
   6   10  724
   6   11  537
   6   12  384
   6   13  309
   6   14  328
   6   15  713
   6   16  660
   6   17  817
   6   18  763
   6   19  914
   6   20  537
   6   21  759
   6   22  883
   6   23  332
   6   24    0
   6   25  650
   6   26  407
   6   27  548
   6   28  165
   6   29  435
   6   30  297
   6   31  249
   6   32  277
   6   33  326
   6   34  505
   6   35  597
   6   36  525
   6   37  200
   6   38  337
   6   39  356
   6   40  330
   6   41  897
   6   42  211
   6   43  228
   6   44  243
   6   45  244
   6   46  283
   6   47  265
   6   48  282
   6   49  640
   6   50  639
   6   51  570
   6   52  132
   6   53  476
   6   54  155
   6   55  539
   6   56  261
   6   57  281
   6   58  130
   6   59  710
   6   60 1022
   7    8  241
   7    9  352
   7   10  390
   7   11  504
   7   12  689
   7   13  594
   7   14  623
   7   15  385
   7   16  758
   7   17  940
   7   18  912
   7   19 1250
   7   20  874
   7   21 1056
   7   22 1146
   7   23  611
   7   24  337
   7   25  492
   7   26  385
   7   27  632
   7   28  189
   7   29  241
   7   30  352
   7   31  179
   7   32  566
   7   33  654
   7   34  805
   7   35  912
   7   36  853
   7   37  259
   7   38    0
   7   39  305
   7   40  446
   7   41 1172
   7   42  439
   7   43  441
   7   44  453
   7   45  509
   7   46  551
   7   47  494
   7   48  531
   7   49  712
   7   50  315
   7   51  815
   7   52  382
   7   53  583
   7   54  481
   7   55  782
   7   56  553
   7   57  422
   7   58  215
   7   59 1044
   7   60 1330
   8    9  250
   8   10  392
   8   11  288
   8   12  681
   8   13  577
   8   14  611
   8   15  361
   8   16  580
   8   17  763
   8   18  751
   8   19 1314
   8   20  927
   8   21 1194
   8   22 1313
   8   23  585
   8   24  435
   8   25  253
   8   26  205
   8   27  460
   8   28  278
   8   29    0
   8   30  250
   8   31  186
   8   32  558
   8   33  684
   8   34  941
   8   35 1030
   8   36  952
   8   37  459
   8   38  241
   8   39  150
   8   40  340
   8   41 1097
   8   42  416
   8   43  406
   8   44  411
   8   45  491
   8   46  526
   8   47  453
   8   48  495
   8   49  525
   8   50  289
   8   51  733
   8   52  401
   8   53  433
   8   54  530
   8   55  957
   8   56  549
   8   57  344
   8   58  313
   8   59 1072
   8   60 1456
   9   10  636
   9   11  240
   9   12  436
   9   13  332
   9   14  367
   9   15  609
   9   16  415
   9   17  593
   9   18  560
   9   19 1085
   9   20  700
   9   21 1020
   9   22 1164
   9   23  338
   9   24  297
   9   25  383
   9   26  116
   9   27  290
   9   28  223
   9   29  250
   9   30    0
   9   31  174
   9   32  317
   9   33  455
   9   34  773
   9   35  844
   9   36  753
   9   37  428
   9   38  352
   9   39  104
   9   40   97
   9   41  852
   9   42  180
   9   43  165
   9   44  166
   9   45  251
   9   46  281
   9   47  206
   9   48  248
   9   49  377
   9   50  535
   9   51  488
   9   52  199
   9   53  232
   9   54  325
   9   55  832
   9   56  311
   9   57   93
   9   58  237
   9   59  831
   9   60 1266
  10   11  649
  10   12 1047
  10   13  945
  10   14  978
  10   15   45
  10   16  956
  10   17 1134
  10   18 1132
  10   19 1638
  10   20 1258
  10   21 1440
  10   22 1515
  10   23  957
  10   24  724
  10   25  494
  10   26  595
  10   27  843
  10   28  564
  10   29  392
  10   30  636
  10   31  509
  10   32  921
  10   33 1028
  10   34 1191
  10   35 1301
  10   36 1243
  10   37  635
  10   38  390
  10   39  541
  10   40  730
  10   41 1488
  10   42  782
  10   43  776
  10   44  785
  10   45  857
  10   46  896
  10   47  827
  10   48  869
  10   49  896
  10   50  102
  10   51 1123
  10   52  744
  10   53  823
  10   54  859
  10   55 1151
  10   56  910
  10   57  728
  10   58  596
  10   59 1421
  10   60 1716
  11   12  603
  11   13  508
  11   14  542
  11   15  610
  11   16  308
  11   17  485
  11   18  487
  11   19 1266
  11   20  891
  11   21 1247
  11   22 1399
  11   23  504
  11   24  537
  11   25  217
  11   26  134
  11   27  207
  11   28  440
  11   29  288
  11   30  240
  11   31  361
  11   32  505
  11   33  652
  11   34 1005
  11   35 1067
  11   36  970
  11   37  651
  11   38  504
  11   39  208
  11   40  245
  11   41  903
  11   42  393
  11   43  373
  11   44  367
  11   45  447
  11   46  462
  11   47  392
  11   48  426
  11   49  246
  11   50  550
  11   51  556
  11   52  434
  11   53  219
  11   54  552
  11   55 1072
  11   56  504
  11   57  288
  11   58  463
  11   59  995
  11   60 1483
  12   13  104
  12   14   69
  12   15 1026
  12   16  525
  12   17  611
  12   18  533
  12   19  663
  12   20  294
  12   21  711
  12   22  897
  12   23  100
  12   24  384
  12   25  800
  12   26  532
  12   27  474
  12   28  500
  12   29  681
  12   30  436
  12   31  537
  12   32  125
  12   33  109
  12   34  516
  12   35  526
  12   36  417
  12   37  579
  12   38  689
  12   39  540
  12   40  370
  12   41  517
  12   42  266
  12   43  275
  12   44  270
  12   45  190
  12   46  155
  12   47  230
  12   48  188
  12   49  544
  12   50  950
  12   51  245
  12   52  307
  12   53  411
  12   54  230
  12   55  659
  12   56  137
  12   57  345
  12   58  477
  12   59  397
  12   60  908
  13   14   35
  13   15  923
  13   16  470
  13   17  583
  13   18  513
  13   19  760
  13   20  382
  13   21  769
  13   22  944
  13   23   25
  13   24  309
  13   25  700
  13   26  430
  13   27  400
  13   28  406
  13   29  577
  13   30  332
  13   31  436
  13   32   31
  13   33  150
  13   34  552
  13   35  584
  13   36  478
  13   37  509
  13   38  594
  13   39  436
  13   40  270
  13   41  589
  13   42  163
  13   43  170
  13   44  166
  13   45   87
  13   46   50
  13   47  126
  13   48   85
  13   49  479
  13   50  847
  13   51  266
  13   52  212
  13   53  331
  13   54  170
  13   55  673
  13   56   47
  13   57  241
  13   58  386
  13   59  499
  13   60  984
  14   15  957
  14   16  491
  14   17  596
  14   18  523
  14   19  726
  14   20  349
  14   21  744
  14   22  922
  14   23   40
  14   24  328
  14   25  735
  14   26  465
  14   27  427
  14   28  435
  14   29  611
  14   30  367
  14   31  469
  14   32   57
  14   33  124
  14   34  533
  14   35  559
  14   36  452
  14   37  528
  14   38  623
  14   39  471
  14   40  305
  14   41  568
  14   42  196
  14   43  205
  14   44  201
  14   45  120
  14   46   86
  14   47  161
  14   48  120
  14   49  504
  14   50  881
  14   51  260
  14   52  240
  14   53  360
  14   54  182
  14   55  661
  14   56   70
  14   57  277
  14   58  413
  14   59  464
  14   60  954
  15   16  918
  15   17 1095
  15   18 1095
  15   19 1627
  15   20 1245
  15   21 1440
  15   22 1521
  15   23  935
  15   24  713
  15   25  451
  15   26  562
  15   27  807
  15   28  551
  15   29  361
  15   30  609
  15   31  491
  15   32  901
  15   33 1012
  15   34 1190
  15   35 1297
  15   36 1236
  15   37  636
  15   38  385
  15   39  511
  15   40  701
  15   41 1459
  15   42  760
  15   43  754
  15   44  761
  15   45  836
  15   46  874
  15   47  804
  15   48  846
  15   49  857
  15   50   76
  15   51 1094
  15   52  726
  15   53  789
  15   54  844
  15   55 1156
  15   56  890
  15   57  701
  15   58  584
  15   59 1405
  15   60 1715
  16   17  183
  16   18  180
  16   19 1144
  16   20  812
  16   21 1234
  16   22 1414
  16   23  452
  16   24  660
  16   25  506
  16   26  381
  16   27  125
  16   28  635
  16   29  580
  16   30  415
  16   31  586
  16   32  486
  16   33  615
  16   34 1022
  16   35 1049
  16   36  941
  16   37  831
  16   38  758
  16   39  457
  16   40  338
  16   41  645
  16   42  455
  16   43  435
  16   44  421
  16   45  460
  16   46  446
  16   47  413
  16   48  421
  16   49   64
  16   50  855
  16   51  359
  16   52  529
  16   53  187
  16   54  598
  16   55 1135
  16   56  495
  16   57  383
  16   58  643
  16   59  860
  16   60 1430
  17   18   83
  17   19 1165
  17   20  873
  17   21 1316
  17   22 1507
  17   23  561
  17   24  817
  17   25  670
  17   26  564
  17   27  308
  17   28  810
  17   29  763
  17   30  593
  17   31  766
  17   32  606
  17   33  714
  17   34 1126
  17   35 1134
  17   36 1024
  17   37  998
  17   38  940
  17   39  640
  17   40  510
  17   41  570
  17   42  606
  17   43  589
  17   44  574
  17   45  596
  17   46  571
  17   47  557
  17   48  555
  17   49  239
  17   50 1035
  17   51  389
  17   52  685
  17   53  360
  17   54  733
  17   55 1257
  17   56  617
  17   57  550
  17   58  815
  17   59  883
  17   60 1486
  18   19 1082
  18   20  792
  18   21 1236
  18   22 1428
  18   23  490
  18   24  763
  18   25  686
  18   26  547
  18   27  290
  18   28  770
  18   29  751
  18   30  560
  18   31  734
  18   32  537
  18   33  638
  18   34 1049
  18   35 1055
  18   36  944
  18   37  950
  18   38  912
  18   39  619
  18   40  471
  18   41  500
  18   42  552
  18   43  536
  18   44  521
  18   45  533
  18   46  506
  18   47  499
  18   48  492
  18   49  243
  18   50 1031
  18   51  307
  18   52  631
  18   53  329
  18   54  669
  18   55 1185
  18   56  550
  18   57  507
  18   58  771
  18   59  800
  18   60 1404
  19   20  387
  19   21  442
  19   22  619
  19   23  762
  19   24  914
  19   25 1460
  19   26 1190
  19   27 1124
  19   28 1075
  19   29 1314
  19   30 1085
  19   31 1143
  19   32  770
  19   33  631
  19   34  541
  19   35  417
  19   36  417
  19   37 1042
  19   38 1250
  19   39 1186
  19   40 1030
  19   41  706
  19   42  905
  19   43  920
  19   44  920
  19   45  835
  19   46  810
  19   47  885
  19   48  845
  19   49 1180
  19   50 1552
  19   51  789
  19   52  912
  19   53 1067
  19   54  786
  19   55  705
  19   56  775
  19   57 1000
  19   58 1042
  19   59  285
  19   60  398
  20   21  452
  20   22  653
  20   23  388
  20   24  537
  20   25 1078
  20   26  806
  20   27  768
  20   28  694
  20   29  927
  20   30  700
  20   31  758
  20   32  387
  20   33  245
  20   34  335
  20   35  283
  20   36  182
  20   37  688
  20   38  874
  20   39  800
  20   40  650
  20   41  584
  20   42  520
  20   43  535
  20   44  535
  20   45  450
  20   46  429
  20   47  503
  20   48  465
  20   49  836
  20   50 1169
  20   51  484
  20   52  526
  20   53  705
  20   54  401
  20   55  517
  20   56  391
  20   57  616
  20   58  662
  20   59  188
  20   60  618
  21   22  205
  21   23  784
  21   24  759
  21   25 1399
  21   26 1136
  21   27 1169
  21   28  919
  21   29 1194
  21   30 1020
  21   31 1008
  21   32  759
  21   33  620
  21   34  254
  21   35  185
  21   36  293
  21   37  805
  21   38 1056
  21   39 1103
  21   40 1004
  21   41 1010
  21   42  854
  21   43  874
  21   44  881
  21   45  806
  21   46  804
  21   47  862
  21   48  836
  21   49 1248
  21   50 1371
  21   51  930
  21   52  821
  21   53 1098
  21   54  696
  21   55  324
  21   56  755
  21   57  959
  21   58  884
  21   59  539
  21   60  278
  22   23  961
  22   24  883
  22   25 1534
  22   26 1280
  22   27 1340
  22   28 1034
  22   29 1313
  22   30 1164
  22   31 1127
  22   32  931
  22   33  799
  22   34  396
  22   35  374
  22   36  484
  22   37  887
  22   38 1146
  22   39 1238
  22   40 1160
  22   41 1215
  22   42 1009
  22   43 1030
  22   44 1039
  22   45  971
  22   46  974
  22   47 1026
  22   48 1004
  22   49 1423
  22   50 1457
  22   51 1125
  22   52  966
  22   53 1267
  22   54  848
  22   55  364
  22   56  925
  22   57 1113
  22   58 1000
  22   59  744
  22   60  318
  23   24  332
  23   25  700
  23   26  432
  23   27  387
  23   28  424
  23   29  585
  23   30  338
  23   31  451
  23   32   55
  23   33  164
  23   34  571
  23   35  599
  23   36  492
  23   37  533
  23   38  611
  23   39  443
  23   40  270
  23   41  568
  23   42  176
  23   43  181
  23   44  174
  23   45  102
  23   46   61
  23   47  132
  23   48   90
  23   49  464
  23   50  859
  23   51  241
  23   52  231
  23   53  319
  23   54  195
  23   55  695
  23   56   71
  23   57  246
  23   58  406
  23   59  497
  23   60  995
  24   25  650
  24   26  407
  24   27  548
  24   28  165
  24   29  435
  24   30  297
  24   31  249
  24   32  277
  24   33  326
  24   34  505
  24   35  597
  24   36  525
  24   37  200
  24   38  337
  24   39  356
  24   40  330
  24   41  897
  24   42  211
  24   43  228
  24   44  243
  24   45  244
  24   46  283
  24   47  265
  24   48  282
  24   49  640
  24   50  639
  24   51  570
  24   52  132
  24   53  476
  24   54  155
  24   55  539
  24   56  261
  24   57  281
  24   58  130
  24   59  710
  24   60 1022
  25   26  271
  25   27  421
  25   28  512
  25   29  253
  25   30  383
  25   31  418
  25   32  691
  25   33  834
  25   34 1149
  25   35 1226
  25   36 1136
  25   37  707
  25   38  492
  25   39  296
  25   40  430
  25   41 1120
  25   42  561
  25   43  544
  25   44  542
  25   45  627
  25   46  650
  25   47  575
  25   48  615
  25   49  442
  25   50  408
  25   51  773
  25   52  579
  25   53  436
  25   54  708
  25   55 1187
  25   56  687
  25   57  461
  25   58  543
  25   59 1196
  25   60 1649
  26   27  258
  26   28  306
  26   29  205
  26   30  116
  26   31  229
  26   32  420
  26   33  562
  26   34  890
  26   35  959
  26   36  867
  26   37  516
  26   38  385
  26   39   80
  26   40  162
  26   41  903
  26   42  290
  26   43  272
  26   44  271
  26   45  355
  26   46  380
  26   47  305
  26   48  345
  26   49  330
  26   50  492
  26   51  541
  26   52  315
  26   53  228
  26   54  441
  26   55  946
  26   56  415
  26   57  190
  26   58  328
  26   59  929
  26   60 1381
  27   28  512
  27   29  460
  27   30  290
  27   31  460
  27   32  410
  27   33  550
  27   34  945
  27   35  984
  27   36  879
  27   37  711
  27   38  632
  27   39  332
  27   40  219
  27   41  700
  27   42  350
  27   43  330
  27   44  317
  27   45  371
  27   46  366
  27   47  318
  27   48  336
  27   49   91
  27   50  741
  27   51  367
  27   52  420
  27   53   75
  27   54  504
  27   55 1044
  27   56  415
  27   57  267
  27   58  521
  27   59  843
  27   60 1381
  28   29  278
  28   30  223
  28   31   94
  28   32  378
  28   33  467
  28   34  665
  28   35  761
  28   36  690
  28   37  210
  28   38  189
  28   39  236
  28   40  300
  28   41  990
  28   42  256
  28   43  261
  28   44  275
  28   45  322
  28   46  365
  28   47  313
  28   48  348
  28   49  601
  28   50  476
  28   51  638
  28   52  194
  28   53  450
  28   54  295
  28   55  679
  28   56  364
  28   57  263
  28   58   35
  28   59  859
  28   60 1186
  29   30  250
  29   31  186
  29   32  558
  29   33  684
  29   34  941
  29   35 1030
  29   36  952
  29   37  459
  29   38  241
  29   39  150
  29   40  340
  29   41 1097
  29   42  416
  29   43  406
  29   44  411
  29   45  491
  29   46  526
  29   47  453
  29   48  495
  29   49  525
  29   50  289
  29   51  733
  29   52  401
  29   53  433
  29   54  530
  29   55  957
  29   56  549
  29   57  344
  29   58  313
  29   59 1072
  29   60 1456
  30   31  174
  30   32  317
  30   33  455
  30   34  773
  30   35  844
  30   36  753
  30   37  428
  30   38  352
  30   39  104
  30   40   97
  30   41  852
  30   42  180
  30   43  165
  30   44  166
  30   45  251
  30   46  281
  30   47  206
  30   48  248
  30   49  377
  30   50  535
  30   51  488
  30   52  199
  30   53  232
  30   54  325
  30   55  832
  30   56  311
  30   57   93
  30   58  237
  30   59  831
  30   60 1266
  31   32  412
  31   33  521
  31   34  754
  31   35  845
  31   36  770
  31   37  296
  31   38  179
  31   39  152
  31   40  267
  31   41 1001
  31   42  275
  31   43  272
  31   44  282
  31   45  349
  31   46  390
  31   47  325
  31   48  365
  31   49  545
  31   50  415
  31   51  641
  31   52  235
  31   53  406
  31   54  356
  31   55  773
  31   56  400
  31   57  244
  31   58  127
  31   59  914
  31   60 1271
  32   33  147
  32   34  537
  32   35  575
  32   36  472
  32   37  478
  32   38  566
  32   39  420
  32   40  263
  32   41  620
  32   42  142
  32   43  152
  32   44  150
  32   45   66
  32   46   44
  32   47  115
  32   48   79
  32   49  491
  32   50  825
  32   51  297
  32   52  183
  32   53  338
  32   54  140
  32   55  652
  32   56   15
  32   57  230
  32   58  357
  32   59  514
  32   60  981
  33   34  412
  33   35  435
  33   36  328
  33   37  509
  33   38  654
  33   39  555
  33   40  408
  33   41  605
  33   42  275
  33   43  290
  33   44  291
  33   45  207
  33   46  191
  33   47  260
  33   48  226
  33   49  628
  33   50  936
  33   51  354
  33   52  286
  33   53  481
  33   54  173
  33   55  550
  33   56  148
  33   57  372
  33   58  439
  33   59  392
  33   60  835
  34   35  126
  34   36  158
  34   37  558
  34   38  805
  34   39  853
  34   40  765
  34   41  917
  34   42  614
  34   43  635
  34   44  643
  34   45  575
  34   46  580
  34   47  630
  34   48  609
  34   49 1028
  34   50 1120
  34   51  755
  34   52  574
  34   53  872
  34   54  453
  34   55  185
  34   56  530
  34   57  718
  34   58  630
  34   59  496
  34   60  525
  35   36  110
  35   37  673
  35   38  912
  35   39  931
  35   40  823
  35   41  861
  35   42  674
  35   43  693
  35   44  700
  35   45  624
  35   46  620
  35   47  680
  35   48  652
  35   49 1063
  35   50 1226
  35   51  751
  35   52  647
  35   53  913
  35   54  518
  35   55  291
  35   56  571
  35   57  779
  35   58  726
  35   59  410
  35   60  425
  36   37  629
  36   38  853
  36   39  844
  36   40  725
  36   41  766
  36   42  578
  36   43  597
  36   44  602
  36   45  523
  36   46  516
  36   47  579
  36   48  550
  36   49  956
  36   50 1163
  36   51  641
  36   52  559
  36   53  809
  36   54  428
  36   55  344
  36   56  469
  36   57  683
  36   58  656
  36   59  337
  36   60  513
  37   38  259
  37   39  445
  37   40  492
  37   41 1095
  37   42  401
  37   43  415
  37   44  430
  37   45  443
  37   46  484
  37   47  458
  37   48  480
  37   49  801
  37   50  570
  37   51  770
  37   52  322
  37   53  643
  37   54  349
  37   55  522
  37   56  462
  37   57  448
  37   58  191
  37   59  871
  37   60 1081
  38   39  305
  38   40  446
  38   41 1172
  38   42  439
  38   43  441
  38   44  453
  38   45  509
  38   46  551
  38   47  494
  38   48  531
  38   49  712
  38   50  315
  38   51  815
  38   52  382
  38   53  583
  38   54  481
  38   55  782
  38   56  553
  38   57  422
  38   58  215
  38   59 1044
  38   60 1330
  39   40  190
  39   41  948
  39   42  281
  39   43  268
  39   44  270
  39   45  354
  39   46  385
  39   47  310
  39   48  353
  39   49  408
  39   50  438
  39   51  583
  39   52  285
  39   53  292
  39   54  415
  39   55  895
  39   56  413
  39   57  197
  39   58  262
  39   59  935
  39   60 1355
  40   41  758
  40   42  151
  40   43  130
  40   44  122
  40   45  202
  40   46  220
  40   47  148
  40   48  185
  40   49  311
  40   50  628
  40   51  393
  40   52  207
  40   53  151
  40   54  312
  40   55  845
  40   56  260
  40   57   50
  40   58  305
  40   59  767
  40   60 1238
  41   42  734
  41   43  731
  41   44  720
  41   45  668
  41   46  625
  41   47  678
  41   48  642
  41   49  704
  41   50 1386
  41   51  365
  41   52  798
  41   53  687
  41   54  747
  41   55 1095
  41   56  636
  41   57  763
  41   58  973
  41   59  474
  41   60 1088
  42   43   21
  42   44   33
  42   45   76
  42   46  115
  42   47   58
  42   48   92
  42   49  441
  42   50  684
  42   51  382
  42   52   80
  42   53  276
  42   54  161
  42   55  697
  42   56  133
  42   57  105
  42   58  243
  42   59  656
  42   60 1092
  43   44   15
  43   45   86
  43   46  120
  43   47   53
  43   48   93
  43   49  421
  43   50  678
  43   51  376
  43   52   96
  43   53  255
  43   54  182
  43   55  718
  43   56  145
  43   57   85
  43   58  251
  43   59  667
  43   60 1111
  44   45   85
  44   46  115
  44   47   43
  44   48   85
  44   49  408
  44   50  686
  44   51  363
  44   52  111
  44   53  242
  44   54  191
  44   55  729
  44   56  145
  44   57   81
  44   58  265
  44   59  665
  44   60 1116
  45   46   43
  45   47   55
  45   48   41
  45   49  457
  45   50  760
  45   51  327
  45   52  130
  45   53  297
  45   54  138
  45   55  676
  45   56   60
  45   57  165
  45   58  305
  45   59  581
  45   60 1036
  46   47   75
  46   48   35
  46   49  449
  46   50  798
  46   51  286
  46   52  173
  46   53  294
  46   54  163
  46   55  690
  46   56   49
  46   57  191
  46   58  348
  46   59  550
  46   60 1026
  47   48   42
  47   49  407
  47   50  728
  47   51  324
  47   52  136
  47   53  244
  47   54  186
  47   55  726
  47   56  112
  47   57  115
  47   58  302
  47   59  626
  47   60 1092
  48   49  421
  48   50  770
  48   51  293
  48   52  161
  48   53  263
  48   54  179
  48   55  714
  48   56   80
  48   57  157
  48   58  333
  48   59  584
  48   60 1060
  49   50  796
  49   51  401
  49   52  512
  49   53  165
  49   54  593
  49   55 1133
  49   56  498
  49   57  359
  49   58  611
  49   59  896
  49   60 1453
  50   51 1021
  50   52  650
  50   53  720
  50   54  768
  50   55 1092
  50   56  814
  50   57  627
  50   58  509
  50   59 1329
  50   60 1645
  51   52  455
  51   53  336
  51   54  437
  51   55  904
  51   56  313
  51   57  399
  51   58  626
  51   59  504
  51   60 1097
  52   53  346
  52   54  130
  52   55  640
  52   56  170
  52   57  157
  52   58  175
  52   59  678
  52   60 1070
  53   54  429
  53   55  969
  53   56  343
  53   57  196
  53   58  456
  53   59  790
  53   60 1314
  54   55  540
  54   56  125
  54   57  265
  54   58  266
  54   59  563
  54   60  941
  55   56  642
  55   57  795
  55   58  646
  55   59  681
  55   60  597
  56   57  225
  56   58  343
  56   59  522
  56   60  980
  57   58  265
  57   59  741
  57   60 1196
  58   59  829
  58   60 1150
  59   60  624
